iter	Passed	Remaining
563	852	658
564	853	657
565	854	655
566	856	653
567	857	652
568	858	650
569	859	648
570	861	646
571	862	645
572	863	643
573	864	641
574	865	639
575	866	637
576	867	636
577	869	634
578	870	632
579	871	630
580	872	629
581	873	627
582	874	625
583	875	623
584	877	622
585	878	620
586	879	618
587	880	616
588	881	615
589	883	613
590	884	611
591	885	610
592	886	608
593	888	606
594	889	605
595	890	603
596	891	601
597	892	600
598	893	598
599	895	596
600	896	595
601	897	593
602	899	591
603	900	590
604	901	588
605	902	586
606	903	585
607	904	583
608	906	581
609	907	580
610	908	578
611	909	576
612	910	575
613	912	573
614	913	571
615	914	570
616	915	568
617	916	566
618	917	564
619	919	563
620	920	561
621	921	559
622	922	558
623	923	556
624	924	554
625	926	553
626	926	551
627	928	549
628	929	548
629	930	546
630	931	544
631	932	542
632	933	541
633	934	539
634	935	537
635	937	536
636	938	534
637	939	533
638	940	531
639	941	529
640	943	528
641	944	526
642	945	524
643	946	523
644	947	521
645	948	519
646	949	518
647	951	516
648	952	515
649	953	513
650	954	511
651	955	510
652	957	508
653	958	506
654	959	505
655	960	503
656	961	502
657	962	500
658	964	498
659	965	497
660	966	495
661	967	494
662	969	492
663	970	491
664	971	489
665	973	488
666	974	486
667	976	485
668	977	483
669	978	482
670	979	480
671	981	478
672	982	477
673	983	475
674	984	474
675	985	472
676	987	470
677	988	469
678	989	467
679	990	466
680	991	464
681	992	462
682	993	461
683	995	459
684	996	458
685	997	456
686	998	454
687	999	453
688	1001	451
689	1002	450
690	1003	448
691	1004	447
692	1005	445
693	1007	444
694	1008	442
695	1009	440
696	1010	439
697	1011	437
698	1013	436
699	1014	434
700	1015	433
701	1016	431
702	1017	430
703	1019	428
704	1020	426
705	1020	425
706	1022	423
707	1023	422
708	1024	420
709	1025	419
710	1027	417
711	1030	416
712	1031	415
713	1033	413
714	1034	412
715	1035	410
716	1037	409
717	1038	407
718	1039	406
719	1040	404
720	1041	403
721	1043	401
722	1044	400
723	1045	398
724	1046	397
725	1047	395
726	1049	393
727	1050	392
728	1051	390
729	1052	389
730	1053	387
731	1055	386
732	1056	384
733	1057	383
734	1058	381
735	1059	380
736	1061	378
737	1062	377
738	1063	375
739	1064	374
740	1065	372
741	1066	370
742	1068	369
743	1069	367
744	1070	366
745	1071	364
746	1072	363
747	1073	361
748	1074	360
749	1076	358
750	1077	357
751	1078	355
752	1079	354
753	1081	352
754	1082	351
755	1084	349
756	1085	348
757	1087	347
758	1088	345
759	1089	344
760	1090	342
761	1091	341
762	1093	339
763	1094	338
764	1095	336
765	1096	334
766	1097	333
767	1098	331
768	1099	330
769	1100	328
770	1102	327
771	1103	325
772	1104	324
773	1105	322
774	1106	321
775	1107	319
776	1108	318
777	1109	316
778	1111	315
779	1112	313
780	1113	312
781	1114	310
782	1115	309
783	1116	307
784	1117	306
785	1119	304
786	1120	303
787	1121	301
788	1122	300
789	1123	298
790	1124	297
791	1126	295
792	1127	294
793	1128	292
794	1129	291
795	1130	289
796	1131	288
797	1132	286
798	1133	285
799	1135	283
800	1136	282
801	1137	280
802	1138	279
803	1139	277
804	1140	276
805	1141	274
806	1143	273
807	1144	271
808	1145	270
809	1146	268
810	1147	267
811	1148	265
812	1149	264
813	1151	263
814	1152	261
815	1153	260
816	1154	258
817	1155	257
818	1156	255
819	1158	254
820	1159	252
821	1160	251
822	1161	249
823	1162	248
824	1163	246
825	1164	245
826	1166	243
827	1167	242
828	1168	241
829	1169	239
830	1170	238
831	1171	236
832	1173	235
833	1174	233
834	1175	232
835	1176	230
836	1177	229
837	1178	227
838	1180	226
839	1181	225
840	1182	223
841	1183	222
842	1184	220
843	1185	219
844	1187	217
845	1188	216
846	1189	214
847	1190	213
848	1191	211
849	1192	210
850	1193	209
851	1195	207
852	1196	206
853	1197	204
854	1198	203
855	1199	201
856	1200	200
857	1201	198
858	1202	197
859	1203	195
860	1204	194
861	1206	193
862	1207	191
863	1208	190
864	1209	188
865	1211	187
866	1212	186
867	1213	184
868	1215	183
869	1216	181
870	1217	180
871	1218	178
872	1219	177
873	1220	175
874	1222	174
875	1223	173
876	1224	171
877	1225	170
878	1226	168
879	1227	167
880	1228	166
881	1230	164
882	1231	163
883	1232	161
884	1233	160
885	1234	158
886	1235	157
887	1237	156
888	1238	154
889	1239	153
890	1240	151
891	1241	150
892	1242	148
893	1244	147
894	1245	146
895	1246	144
896	1247	143
897	1248	141
898	1249	140
899	1250	138
900	1252	137
901	1253	136
902	1254	134
903	1255	133
904	1256	131
905	1257	130
906	1259	129
907	1260	127
908	1261	126
909	1262	124
910	1263	123
911	1264	122
912	1265	120
913	1267	119
914	1268	117
915	1269	116
916	1270	114
917	1271	113
918	1272	112
919	1273	110
920	1274	109
921	1276	107
922	1277	106
923	1278	105
924	1279	103
925	1280	102
926	1281	100
927	1282	99
928	1284	98
929	1285	96
930	1286	95
931	1287	93
932	1288	92
933	1289	91
934	1290	89
935	1291	88
936	1292	86
937	1294	85
938	1295	84
939	1296	82
940	1297	81
941	1298	79
942	1299	78
943	1300	77
944	1301	75
945	1303	74
946	1304	72
947	1305	71
948	1306	70
949	1307	68
950	1308	67
951	1309	66
952	1310	64
953	1312	63
954	1313	61
955	1314	60
956	1315	59
957	1316	57
958	1317	56
959	1318	54
960	1320	53
961	1321	52
962	1322	50
963	1323	49
964	1324	48
965	1325	46
966	1326	45
967	1327	43
968	1329	42
969	1330	41
970	1331	39
971	1332	38
972	1333	37
973	1335	35
974	1336	34
975	1337	32
976	1338	31
977	1339	30
978	1340	28
979	1341	27
980	1342	26
981	1344	24
982	1345	23
983	1346	21
984	1347	20
985	1348	19
986	1349	17
987	1350	16
988	1352	15
989	1353	13
990	1354	12
991	1355	10
992	1356	9
993	1357	8
994	1358	6
995	1360	5
996	1361	4
997	1362	2
998	1363	1
999	1364	0
